GroupID,Count,RowNumbers,Kanji,Readings,Meaning,AllKanjiValues,InstanceRowNumber,InstanceKanji,InstanceReading,InstanceMeaning
162,2,4848,乗客,か,passenger (か),乗客,4848,乗客,じょうかく,passenger (き)
163,2,1513,日本,ほ,Japan (っ),日本,1513,日本,にほん,Japan (っ)
163,2,2251,日本,っ,Japan (っ),日本,2251,日本,にっぽん,Japan (ほ)
164,2,1536,末,す,"the end of,powder",末,1536,末,すえ,"the end of,powder"
164,2,6947,末,う,"the end of,powder",末,6947,末,うら,"top end, tip"
165,2,1542,身体,し,the body (か),身体,1542,身体,しんたい,the body (か)
165,2,6146,身体,か,the body (か),身体,6146,身体,からだ,the body (し)
166,2,1562,氏,し,"family name,lineage,birth",氏,1562,氏,し,"family name,lineage,birth"
166,2,6420,氏,う,"family name,lineage,birth",氏,6420,氏,うじ,family name
167,2,1588,灰,は,ash,灰,1588,灰,はい,ash
167,2,4717,灰,あ,ash,灰,4717,灰,あく,puckery juice
168,2,1595,幕,ま,"curtain,bunting,act (in play)",幕,1595,幕,まく,"curtain,bunting,act (in play)"
168,2,4285,幕,と,"curtain,bunting,act (in play)",幕,4285,幕,とばり,"curtain, bunting, act (in play)"
169,2,1617,数,す,"number,figure (か)",数,1617,数,すう,"number,figure (か)"
169,2,2365,数,か,"number,figure (か)",数,2365,数,かず,"number,figure (す)"
170,2,1620,瓶,び,bottle,瓶,1620,瓶,びん,bottle
170,2,5647,瓶,か,bottle,瓶,5647,瓶,かめ,earthenware pot
171,2,1635,他,ほ,other (esp. places and things) (た),他,1635,他,ほか,other (esp. places and things) (た)
171,2,2009,他,た,other (esp. places and things) (た),他,2009,他,た,other (esp. places and things) (ほ)
172,2,1646,審判,ぱ,"refereeing,trial,judgement,umpire,referee",審判,1646,審判,しんぱん,"refereeing,trial,judgement,umpire,referee"
172,2,6981,審判,ば,"refereeing,trial,judgement,umpire,referee",審判,6981,審判,しんばん,"refereeing, trial, judgement, umpire, referee"
173,2,1651,金,か,"(1) gold,(2) gold general (shogi) (abbr) (か)",金,1651,金,かね,"(1) gold,(2) gold general (shogi) (abbr) (か)"
173,2,1841,金,き,"(1) gold,(2) gold general (shogi) (abbr) (か)",金,1841,金,きん,"(1) gold,(2) gold general (shogi) (abbr) (き)"
174,2,1672,品,し,"thing,article,goods,dignity,article (goods),counter for meal courses (し)",品,1672,品,しな,"thing,article,goods,dignity,article (goods),counter for meal courses (し)"
174,2,2328,品,ひ,"thing,article,goods,dignity,article (goods),counter for meal courses (し)",品,2328,品,ひん,"thing,article,goods,dignity,article (goods),counter for meal courses (ひ)"
175,2,1683,土産,み,"present,souvenir",土産,1683,土産,みやげ,"present,souvenir"
175,2,6119,土産,ど,"present,souvenir",土産,6119,土産,どさん,product of the land
176,2,1687,得る,え,"to get,to gain,to win (う)",得る,1687,得る,える,"to get,to gain,to win (う)"
176,2,1769,得る,う,"to get,to gain,to win (う)",得る,1769,得る,うる,"to get,to gain,to win (え)"
177,2,1712,値,ね,"value,price,cost",値,1712,値,ね,"value,price,cost"
177,2,5521,値,あ,"value,price,cost",値,5521,値,あたい,"value, price, cost, worth, merit"
178,2,1717,傷,き,"wound,injury,hurt,cut",傷,1717,傷,きず,"wound,injury,hurt,cut"
178,2,7077,傷,し,"wound,injury,hurt,cut",傷,7077,傷,しょう,"wound, injury, hurt, cut, gash, bruise, scratch, scar, weak point"
179,2,1728,年月,と,months and years (と),年月,1728,年月,としつき,months and years (と)
179,2,2316,年月,ね,months and years (と),年月,2316,年月,ねんげつ,months and years (ね)
180,2,1744,球,た,"globe,sphere,ball (き)",球,1744,球,たま,"globe,sphere,ball (き)"
180,2,2415,球,き,"globe,sphere,ball (き)",球,2415,球,きゅう,"globe,sphere,ball (た)"
181,2,1756,本当,う,"truth,reality",本当,1756,本当,ほんとう,"truth,reality"
181,2,1822,本当,ほんと,"truth,reality",本当,1822,本当,ほんと,"truth,reality (う)"
182,2,1803,基,もと,basis,基,1803,基,もと,basis
182,2,4849,基,い,basis,基,4849,基,もとい,basis (い)
183,2,1809,悪口,わ,"abuse,insult,slander,evil speaking",悪口,1809,悪口,わるくち,"abuse,insult,slander,evil speaking"
183,2,5951,悪口,あ,"abuse,insult,slander,evil speaking",悪口,5951,悪口,あっこう,"abuse, insult, slander, evil speaking"
184,2,1828,女子,じ,"woman,girl",女子,1828,女子,じょし,"woman,girl"
184,2,4736,女子,お,"woman,girl",女子,4736,女子,おなご,"woman, girl"
185,2,1831,一言,ひ,single word (い),一言,1831,一言,ひとこと,single word (い)
185,2,4290,一言,い,single word (い),一言,4290,一言,いちげん,single word (ひ)
186,2,1866,吐く,は,"(1) to breathe,(2) to tell (lies),(3) to vomit,to disgorge",吐く,1866,吐く,はく,"(1) to breathe,(2) to tell (lies),(3) to vomit,to disgorge"
186,2,4405,吐く,つ,"(1) to breathe,(2) to tell (lies),(3) to vomit,to disgorge",吐く,4405,吐く,つく,"1. to breathe, 2. to tell (lies), 3. to vomit, to disgorge"
187,2,1876,綿,わ,"cotton,padding (め)",綿,1876,綿,わた,"cotton,padding (め)"
187,2,2231,綿,め,"cotton,padding (め)",綿,2231,綿,めん,"cotton,padding (わ)"
188,2,1878,雷,み,thunder (い),雷,1878,雷,かみなり,thunder (い)
188,2,4540,雷,い,thunder (い),雷,4540,雷,いかずち,thunder (み)
189,2,1918,余り,あま,"not very (used as adverb),not much",余り,1918,余り,あまり,"not very (used as adverb),not much"
189,2,5858,余り,ん,"not very (used as adverb),not much",余り,5858,余り,あんまり,"not very (this form only used as adverb), not much, remainder, rest, remnant, surplus, balance, excess, rema"
190,3,1919,側,そ,"side,edge,third person",側,1919,側,そば,"side,edge,third person"
190,3,5828,側,か,"side,edge,third person",側,5828,側,かわ,"side, row, surroundings, part, (watch) case (か)"
190,3,6436,側,が,"side,edge,third person",側,6436,側,がわ,"side, row, surroundings, part, (watch) case (が)"
191,2,1931,無,ぶ,"nothing,naught,nil,zero (ぶ)",無,1931,無,ぶ,"nothing,naught,nil,zero (ぶ)"
191,2,2238,無,む,"nothing,naught,nil,zero (ぶ)",無,2238,無,む,"nothing,naught,nil,zero (む)"
192,2,1942,頃,こ,"time,about,toward,approximately (time)",頃,1942,頃,ころ,"time,about,toward,approximately (time)"
192,2,4423,頃,け,"time,about,toward,approximately (time)",頃,4423,頃,けい,"time, about, toward, approximately (time)"
193,2,1960,注ぐ,そ,"to pour (into),to irrigate,to pay,to fill,to feed (e.g. a fire)",注ぐ,1960,注ぐ,そそぐ,"to pour (into),to irrigate,to pay,to fill,to feed (e.g. a fire)"
193,2,2449,注ぐ,つ,"to pour (into),to irrigate,to pay,to fill,to feed (e.g. a fire)",注ぐ,2449,注ぐ,つぐ,"to pour (into),to irrigate,to pay"
194,2,1972,現場,ば,"actual spot,scene,scene of the crime",現場,1972,現場,げんば,"actual spot,scene,scene of the crime"
194,2,6418,現場,じ,"actual spot,scene,scene of the crime",現場,6418,現場,げんじょう,"actual spot, scene, scene of the crime"
195,2,2053,解く,と,to unfasten (と),解く,2053,解く,とく,to unfasten (と)
195,2,4586,解く,ほ,to unfasten (と),解く,4586,解く,ほどく,to unfasten (ほ)
196,2,2093,文,ぶ,sentence,文,2093,文,ぶん,sentence
196,2,7267,文,ふ,sentence,文,7267,文,ふみ,"letter, writings"
197,2,2103,日付,ひ,"date,dating",日付,2103,日付,ひづけ,"date,dating"
197,2,4833,日付,か,"date,dating",日付,4833,日付,かづけ,"date, dating"
198,2,2113,平均,へ,"equilibrium,balance,average,mean",平均,2113,平均,へいきん,"equilibrium,balance,average,mean"
198,2,5011,平均,な,"equilibrium,balance,average,mean",平均,5011,平均,ならし,"equilibrium, balance, average, mean"
199,2,2119,鼠,み,"(1) mouse,rat,(2) dark gray,slate color",鼠,2119,鼠,ねずみ,"(1) mouse,rat,(2) dark gray,slate color"
199,2,4362,鼠,ねず,"(1) mouse,rat,(2) dark gray,slate color",鼠,4362,鼠,ねず,"1. mouse, rat, 2. dark gray, slate color"
200,2,2122,留める,とめ,"to fasten,to turn off,to detain",留める,2122,留める,とめる,"to fasten,to turn off,to detain"
200,2,4216,留める,ど,"to fasten,to turn off,to detain",留める,4216,留める,とどめる,"to stop, to cease, to put an end to"
201,2,2140,度,た,counter for occurrences (た),度,2140,度,たび,counter for occurrences (た)
201,2,2464,度,ど,counter for occurrences (た),度,2464,度,ど,counter for occurrences (ど)
202,2,2161,商人,し,"trader,shopkeeper,merchant",商人,2161,商人,しょうにん,"trader,shopkeeper,merchant"
202,2,4825,商人,あ,"trader,shopkeeper,merchant",商人,4825,商人,あきうど,"trader, shopkeeper, merchant"
203,2,2169,否,や,"no,the noes",否,2169,否,いや,"no,the noes"
203,2,6636,否,え,"no,the noes",否,6636,否,いいえ,"no, nay, yes, well"
204,2,2180,管,く,"pipe,tube",管,2180,管,くだ,"pipe,tube"
204,2,5846,管,か,"pipe,tube",管,5846,管,かん,"pipe, tube"
205,2,2188,床,ゆ,floor,床,2188,床,ゆか,floor
205,2,5045,床,と,floor,床,5045,床,とこ,"bed, sickbed, alcove, padding"
206,2,2194,御,お,honourable,御,2194,御,お,honourable
206,2,5330,御,ご,honourable,御,5330,御,ご,"go-, honourable"
207,2,2222,他人,た,"another person,unrelated person,outsider,stranger",他人,2222,他人,たにん,"another person,unrelated person,outsider,stranger"
207,2,5102,他人,あ,"another person,unrelated person,outsider,stranger",他人,5102,他人,あだびと,"another person, unrelated person, outsider, stranger"
208,2,2235,文字,ん,"letter (of alphabet),character",文字,2235,文字,もんじ,"letter (of alphabet),character"
208,2,2517,文字,もじ,"letter (of alphabet),character",文字,2517,文字,もじ,"letter (of alphabet),character (ん)"
209,2,2244,辺り,あ,"vicinity,nearby",辺り,2244,辺り,あたり,"vicinity,nearby"
209,2,5430,辺り,ほ,"vicinity,nearby",辺り,5430,辺り,ほとり,"(in the) neighbourhood, vicinity, nearby"
210,2,2260,原,は,"field,plain,prairie,tundra,moor,wilderness",原,2260,原,はら,"field,plain,prairie,tundra,moor,wilderness"
210,2,5808,原,げ,"field,plain,prairie,tundra,moor,wilderness",原,5808,原,げん,"original, primitive, primary, fundamental, raw"
211,2,2289,種,た,"(1) seed,(2) material,(3) cause,source",種,2289,種,たね,"(1) seed,(2) material,(3) cause,source"
211,2,7043,種,し,"(1) seed,(2) material,(3) cause,source",種,7043,種,しゅ,"kind, variety, species"
212,2,2303,縁,ふ,"a means, e.g. of living",縁,2303,縁,ふち,"a means, e.g. of living"
212,2,4304,縁,え,"a means, e.g. of living",縁,4304,縁,えん,"chance, fate, destiny, relation, bonds, connection, karma"
213,2,2311,実,み,"fruit,nut,seed,content,good result",実,2311,実,み,"fruit,nut,seed,content,good result"
213,2,6118,実,じ,"fruit,nut,seed,content,good result",実,6118,実,じつ,"truth, reality, sincerity, fidelity, kindness, faith, substance, essence"
214,2,2314,例,れ,"instance,example,case",例,2314,例,れい,"instance,example,case"
214,2,4154,例,た,"instance,example,case",例,4154,例,ためし,"instance, example, case, precedent, experience, custom, usage, parallel, illustration"
215,2,2315,節,ふ,"tune,tone,knot,knob,point",節,2315,節,ふし,"tune,tone,knot,knob,point"
215,2,5628,節,せ,"tune,tone,knot,knob,point",節,5628,節,せつ,"node, section, occasion, time"
216,2,2329,会,か,"meeting,assembly,party,association,club",会,2329,会,かい,"meeting,assembly,party,association,club"
216,2,7275,会,え,"meeting,assembly,party,association,club",会,7275,会,え,understanding
217,2,2350,輪,わ,"ring,hoop,circle",輪,2350,輪,わ,"ring,hoop,circle"
217,2,5780,輪,り,"ring,hoop,circle",輪,5780,輪,りん,counter for wheels and flowers
218,2,2421,印,し,"(1) mark,(2) symbol,(3) evidence",印,2421,印,しるし,"(1) mark,(2) symbol,(3) evidence"
218,2,5921,印,い,"(1) mark,(2) symbol,(3) evidence",印,5921,印,いん,"seal, stamp, mark, print"
219,2,2453,明後日,み,day after tomorrow (あ),明後日,2453,明後日,みょうごにち,day after tomorrow (あ)
219,2,6431,明後日,あ,day after tomorrow (あ),明後日,6431,明後日,あさって,day after tomorrow (み)
220,2,2456,仏,ほ,"Buddha,merciful person,Buddhist image,the dead",仏,2456,仏,ほとけ,"Buddha,merciful person,Buddhist image,the dead"
220,2,5600,仏,ふ,"Buddha,merciful person,Buddhist image,the dead",仏,5600,仏,ふつ,French
221,2,2476,様,よ,"way,manner,kind",様,2476,様,よう,"way,manner,kind"
221,2,5065,様,さ,"way,manner,kind",様,5065,様,さま,"Mr. or Mrs., manner, kind, appearance"
222,2,2494,地方,ち,"area,locality,district,region,the coast",地方,2494,地方,ちほう,"area,locality,district,region,the coast"
222,2,6929,地方,じ,"area,locality,district,region,the coast",地方,6929,地方,じかた,"area, locality, district, region, the coast"
223,2,2499,軍,ぐ,"army,force,troops",軍,2499,軍,ぐん,"army,force,troops"
223,2,5016,軍,い,"army,force,troops",軍,5016,軍,いくさ,"war, battle, campaign, fight"
224,2,2515,際,さ,"on the occasion of,circumstances",際,2515,際,さい,"on the occasion of,circumstances"
224,2,5897,際,き,"on the occasion of,circumstances",際,5897,際,きわ,"edge, brink, verge, side"
225,2,2541,賛成,さんせい,"approval,agreement,support,favour",賛成,2541,賛成,さんせい,"approval,agreement,support,favour"
225,2,7198,賛成,さんせい,"approval,agreement,support,favour",賛成,7198,賛成,さんせい,"approval, agreement, support, favour"
226,2,2562,象,ぞ,elephant,象,2562,象,ぞう,elephant
226,2,6689,象,し,elephant,象,6689,象,しょう,phenomenon
227,2,2603,梯子,は,"ladder,stairs",梯子,2603,梯子,はしご,"ladder,stairs"
227,2,4779,梯子,て,"ladder,stairs",梯子,4779,梯子,ていし,"ladder, stairs"
228,2,2617,紅葉,も,(1) (Japanese) maple (こ),紅葉,2617,紅葉,もみじ,(1) (Japanese) maple (こ)
228,2,3647,紅葉,こ,(1) (Japanese) maple (こ),紅葉,3647,紅葉,こうよう,(1) (Japanese) maple (も)
229,2,2783,近々,ち,"nearness,before long",近々,2783,近々,ちかぢか,"nearness,before long"
229,2,6410,近々,き,"nearness,before long",近々,6410,近々,きんきん,"nearness, before long"
230,2,2792,突く,つく,"(1) to thrust,to strike,(2) to poke",突く,2792,突く,つく,"(1) to thrust,to strike,(2) to poke"
230,2,4817,突く,つつ,"(1) to thrust,to strike,(2) to poke",突く,4817,突く,つつく,"1. to thrust, to strike, to attack, 2. to poke, to nudge, to pick at"
231,2,2873,月日,つ,"time,years,days",月日,2873,月日,つきひ,"time,years,days"
231,2,4159,月日,が,"time,years,days",月日,4159,月日,がっぴ,(the) date
232,2,2877,銅,ど,copper (あ),銅,2877,銅,どう,copper (あ)
232,2,5329,銅,あ,copper (あ),銅,5329,銅,あかがね,copper (ど)
233,2,2884,湿気,け,"moisture,humidity,dampness (き)",湿気,2884,湿気,しっけ,"moisture,humidity,dampness (き)"
233,2,3327,湿気,き,"moisture,humidity,dampness (き)",湿気,3327,湿気,しっき,"moisture,humidity,dampness (け)"
234,2,3005,剃る,そ,to shave (す),剃る,3005,剃る,そる,to shave (す)
234,2,6317,剃る,す,to shave (す),剃る,6317,剃る,する,to shave (そ)
235,2,3030,火傷,や,"burn,scald",火傷,3030,火傷,やけど,"burn,scald"
235,2,5342,火傷,か,"burn,scald",火傷,5342,火傷,かしょう,"burn, scald"
236,2,3032,夜行,こ,"walking around at night,night train,night travel",夜行,3032,夜行,やこう,"walking around at night,night train,night travel"
236,2,6788,夜行,ぎ,"walking around at night,night train,night travel",夜行,6788,夜行,やぎょう,"walking around at night, night train, night travel"
237,2,3130,汚す,よ,"(1) to disgrace,to dishonour,(2) to pollute,to contaminate,to soil,to make dirty,to stain",汚す,3130,汚す,よごす,"(1) to disgrace,to dishonour,(2) to pollute,to contaminate,to soil,to make dirty,to stain"
237,2,4863,汚す,け,"(1) to disgrace,to dishonour,(2) to pollute,to contaminate,to soil,to make dirty,to stain",汚す,4863,汚す,けがす,"to disgrace, to dishonour"
238,2,3153,蓋,ふ,"cover,lid,cap",蓋,3153,蓋,ふた,"cover,lid,cap"
238,2,6805,蓋,が,"cover,lid,cap",蓋,6805,蓋,がい,"cover, lid, cap"
239,2,3174,冠,む,"crown,diadem,first,best",冠,3174,冠,かんむり,"crown,diadem,first,best"
239,2,4254,冠,かん,"crown,diadem,first,best",冠,4254,冠,かん,"crown, diadem, first, best, peerless, cap, naming, designating, initiating on coming of age, top character ra"
240,2,3184,潜る,も,"(1) to drive,to pass through,(2) to evade,to hide,(3) to dive (into or under water),to go undergroun",潜る,3184,潜る,もぐる,"(1) to drive,to pass through,(2) to evade,to hide,(3) to dive (into or under water),to go undergroun"
240,2,5579,潜る,く,"(1) to drive,to pass through,(2) to evade,to hide,(3) to dive (into or under water),to go undergroun",潜る,5579,潜る,くぐる,"1. to drive, to pass through, 2. to evade, to hide, 3. to dive (into or under water), to go undergro"
241,2,3235,上下,じ,"high and low,up and down,unloading and loading,praising and blaming",上下,3235,上下,じょうげ,"high and low,up and down,unloading and loading,praising and blaming"
241,2,4751,上下,え,"high and low,up and down,unloading and loading,praising and blaming",上下,4751,上下,うえした,"high and low, up and down, unloading and loading, praising and blaming"
242,2,3260,洒落,れ,"joke,pun,witticism",洒落,3260,洒落,しゃれ,"joke,pun,witticism"
242,2,6581,洒落,ら,"joke,pun,witticism",洒落,6581,洒落,しゃらく,"frank, open-hearted"
243,2,3269,消耗,も,"exhaustion,consumption",消耗,3269,消耗,しょうもう,"exhaustion,consumption"
243,2,5605,消耗,こ,"exhaustion,consumption",消耗,5605,消耗,しょうこう,"exhaustion, consumption"
244,2,3277,傾く,む,"to incline toward,to slant,to lurch",傾く,3277,傾く,かたむく,"to incline toward,to slant,to lurch"
244,2,6367,傾く,ぶ,"to incline toward,to slant,to lurch",傾く,6367,傾く,かたぶく,"to incline toward, to slant, to lurch, to heel over, to be disposed to, to trend toward, to be prone to, to"
245,2,3308,家主,や,landlord (い),家主,3308,家主,やぬし,landlord (い)
245,2,6205,家主,い,landlord (い),家主,6205,家主,いえぬし,landlord (や)
246,2,3309,退ける,ど,"to remove,to take away,to dislodge,to put something out of the way",退ける,3309,退ける,どける,"to remove,to take away,to dislodge,to put something out of the way"
246,2,4574,退ける,し,"to remove,to take away,to dislodge,to put something out of the way",退ける,4574,退ける,しりぞける,"to repel, to drive away"
247,2,3313,退く,ど,"(1) to retreat,to recede,to withdraw",退く,3313,退く,どく,"(1) to retreat,to recede,to withdraw"
247,2,4384,退く,し,"(1) to retreat,to recede,to withdraw",退く,4384,退く,しりぞく,"to retreat, to recede, to withdraw"
248,2,3446,鈍い,の,"dull (e.g. a knife),thickheaded,slow (opposite of fast),stupid (に)",鈍い,3446,鈍い,のろい,"dull (e.g. a knife),thickheaded,slow (opposite of fast),stupid (に)"
248,2,3616,鈍い,に,"dull (e.g. a knife),thickheaded,slow (opposite of fast),stupid (に)",鈍い,3616,鈍い,にぶい,"dull (e.g. a knife),thickheaded,slow (opposite of fast),stupid (の)"
249,2,3453,盛る,も,"(1) to serve (food, etc.),(2) to fill up,(3) to prescribe",盛る,3453,盛る,もる,"(1) to serve (food, etc.),(2) to fill up,(3) to prescribe"
249,2,7059,盛る,さ,"(1) to serve (food, etc.),(2) to fill up,(3) to prescribe",盛る,7059,盛る,さかる,"to prosper, to flourish, to copulate (animals)"
250,2,3454,重なる,か,"to be piled up,lie on top of one another,overlap each other",重なる,3454,重なる,かさなる,"to be piled up,lie on top of one another,overlap each other"
250,2,4914,重なる,お,"to be piled up,lie on top of one another,overlap each other",重なる,4914,重なる,おもなる,"main, principal, important"
251,2,3492,留まる,ど,"(1) to be fixed,(2) to abide,to stay (in the one place) (ど)",留まる,3492,留まる,とどまる,"(1) to be fixed,(2) to abide,to stay (in the one place) (ど)"
251,2,4003,留まる,とま,"(1) to be fixed,(2) to abide,to stay (in the one place) (ど)",留まる,4003,留まる,とまる,"(1) to be fixed,(2) to abide,to stay (in the one place)"
252,2,3503,背負う,せ,"to be burdened with,to carry on back or shoulder",背負う,3503,背負う,せおう,"to be burdened with,to carry on back or shoulder"
252,2,4383,背負う,し,"to be burdened with,to carry on back or shoulder",背負う,4383,背負う,しょう,"to be burdened with, to carry on back or shoulder"
253,2,3534,中指,な,middle finger (ち),中指,3534,中指,なかゆび,middle finger (ち)
253,2,4605,中指,ち,middle finger (ち),中指,4605,中指,ちゅうし,middle finger (な)
254,2,3562,重役,じ,"director,high executive",重役,3562,重役,じゅうやく,"director,high executive"
254,2,5229,重役,お,"director,high executive",重役,5229,重役,おもやく,"heavy responsibilities, director"
255,2,3582,各々,お,"each,every,either,respectively,severally",各々,3582,各々,おのおの,"each,every,either,respectively,severally"
255,2,4526,各々,そ,"each,every,either,respectively,severally",各々,4526,各々,それぞれ,"each, every, either, respectively, severally"
256,2,3591,強気,つ,"firm,strong",強気,3591,強気,つよき,"firm,strong"
256,2,5420,強気,ご,"firm,strong",強気,5420,強気,ごうぎ,"great, grand"
257,2,3604,艶,つ,"gloss,glaze",艶,3604,艶,つや,"gloss,glaze"
257,2,4462,艶,え,"gloss,glaze",艶,4462,艶,えん,"charming, fascinating, voluptuous"
258,2,3674,三日月,づ,"new moon,crescent moon",三日月,3674,三日月,みかづき,"new moon,crescent moon"
258,2,7180,三日月,ず,"new moon,crescent moon",三日月,7180,三日月,みかずき,"new moon, crescent moon"
259,2,3722,何々,な,"such and such,What?",何々,3722,何々,なになに,"such and such,What?"
259,2,7246,何々,ど,"such and such,What?",何々,7246,何々,どれどれ,which (emphatic)
260,2,3730,天皇,て,Emperor of Japan (す),天皇,3730,天皇,てんのう,Emperor of Japan (す)
260,2,7109,天皇,す,Emperor of Japan (す),天皇,7109,天皇,すめらぎ,Emperor of Japan (て)
261,2,3844,父母,ふ,"father and mother,parents",父母,3844,父母,ふぼ,"father and mother,parents"
261,2,6969,父母,ち,"father and mother,parents",父母,6969,父母,ちちはは,"father and mother, parents"
262,2,3863,下品,げ,"vulgarity,meanness,indecency,coarseness",下品,3863,下品,げひん,"vulgarity,meanness,indecency,coarseness"
262,2,6894,下品,か,"vulgarity,meanness,indecency,coarseness",下品,6894,下品,かひん,inferior article
263,2,3892,気配,け,"indication,market trend,worry",気配,3892,気配,けはい,"indication,market trend,worry"
263,2,6456,気配,き,"indication,market trend,worry",気配,6456,気配,きはい,"indication, market trend, worry"
264,2,3919,一定,っ,"fixed,settled,definite",一定,3919,一定,いってい,"fixed,settled,definite"
264,2,6737,一定,ち,"fixed,settled,definite",一定,6737,一定,いちじょう,"fixed, settled, definite, uniform, regularized, defined, standardized, certain, prescribed"
265,2,3976,擦る,こ,"to rub,to chafe,to file,to frost (glass),to strike (match)",擦る,3976,擦る,こする,"to rub,to chafe,to file,to frost (glass),to strike (match)"
265,2,6874,擦る,か,"to rub,to chafe,to file,to frost (glass),to strike (match)",擦る,6874,擦る,かする,"to touch lightly, to take a percentage (from)"
266,2,4076,所々,と,"here and there,some parts (of something)",所々,4076,所々,ところどころ,"here and there,some parts (of something)"
266,2,6393,所々,し,"here and there,some parts (of something)",所々,6393,所々,しょしょ,"here and there, some parts (of something)"
267,2,4397,何れ,い,"where, which, who, anyway, anyhow, at any rate",何れ,4397,何れ,いずれ,"where, which, who, anyway, anyhow, at any rate"
267,2,5048,何れ,ど,"where, which, who, anyway, anyhow, at any rate",何れ,5048,何れ,どれ,"well, now, let me see, which (of three or more)"
268,2,4464,彼方此方,ちこ,here and there,彼方此方,4464,彼方此方,あちこち,here and there
268,2,4498,彼方此方,ら,here and there,彼方此方,4498,彼方此方,あちらこちら,here and there (ら)
269,2,4602,的,ま,"mark, target",的,4602,的,まと,"mark, target"
269,2,5805,的,て,"mark, target",的,5805,的,てき,"-like, typical"
270,2,5116,何卒,な,please,何卒,5116,何卒,なにとぞ,please
270,2,6540,何卒,ど,please,何卒,6540,何卒,どうぞ,"please, kindly, by all means"
271,2,5394,乾,か,"heaven, emperor",乾,5394,乾,かん,"heaven, emperor"
271,2,6125,乾,ほ,"heaven, emperor",乾,6125,乾,ほし,"dried, cured"
272,3,5898,堪える,たえる,"to bear, to stand, to endure, to put up with, to support, to withstand, to resist, to brave, to be fit for, t (こた)",堪える,5898,堪える,たえる,"to bear, to stand, to endure, to put up with, to support, to withstand, to resist, to brave, to be fit for, t (こた)"
272,3,6342,堪える,ら,"to bear, to stand, to endure, to put up with, to support, to withstand, to resist, to brave, to be fit for, t (こた)",堪える,6342,堪える,こらえる,"to bear, to stand, to endure, to put up with, to support, to withstand, to resist, to brave, to be fit for, t (ら)"
272,3,6725,堪える,こた,"to bear, to stand, to endure, to put up with, to support, to withstand, to resist, to brave, to be fit for, t (こた)",堪える,6725,堪える,こたえる,"to bear, to stand, to endure, to put up with, to support, to withstand, to resist, to brave, to be fit for, t (たえる)"
273,2,5929,館,か,"house, hall, building, hotel, inn, guesthouse",館,5929,館,かん,"house, hall, building, hotel, inn, guesthouse"
273,2,6654,館,た,"house, hall, building, hotel, inn, guesthouse",館,6654,館,たち,"1. mansion, small castle"
274,2,6308,何方,ち,"which, who",何方,6308,何方,どちら,"which, who"
274,2,7082,何方,な,"which, who",何方,7082,何方,どなた,who?
275,2,6615,園,そ,"garden, park, plantation",園,6615,園,その,"garden, park, plantation"
275,2,7056,園,え,"garden, park, plantation",園,7056,園,えん,garden (esp. man-made)
276,2,6697,判,ば,size (of paper or books),判,6697,判,ばん,size (of paper or books)
276,2,7150,判,は,size (of paper or books),判,7150,判,はん,"seal, stamp, monogram signature, judgment"
277,2,6701,丈,た,"height, stature, length, measure, all (one has)",丈,6701,丈,たけ,"height, stature, length, measure, all (one has)"
277,2,7026,丈,だ,"height, stature, length, measure, all (one has)",丈,7026,丈,だけ,"only, just, as"
