Kanji,Reading,Meaning,VocabScore,FillingScore,Level
順々,じゅんじゅん,"in order,in turn",3,3,2
産地,さんち,producing area,3,3,2
酢,す,vinegar,3,3,2
水蒸気,すいじょうき,"water vapour,steam",3,3,2
稀,まれ,"rare,seldom",3,3,2
両側,りょうがわ,both sides,3,3,2
便箋,びんせん,"writing paper,stationery",3,3,2
日陰,ひかげ,shadow,3,3,2
圧縮,あっしゅく,"compression,condensation,pressure",3,3,2
超える,こえる,"to exceed,to cross over,to cross",3,3,2
体操,たいそう,"gymnastics,physical exercises,calisthenics",3,3,2
無数,むすう,"countless number,infinite number",3,3,2
御免,ごめん,"your pardon,declining (something),dismissal,permission",3,3,2
跳ねる,はねる,"to jump,to leap",3,3,2
突き当たる,つきあたる,"to run into,to collide with",3,3,2
真空,しんくう,"vacuum,hollow,empty",3,3,2
待ち合わせる,まちあわせる,"to rendezvous,to meet at a prearranged place and time",3,3,2
出勤,しゅっきん,"going to work,at work",3,3,2
標識,ひょうしき,"sign,mark",3,3,2
手帳,てちょう,notebook,3,3,2
対策,たいさく,"counter-plan,counter-measure",3,3,2
散らす,ちらす,"to scatter,to disperse,to distribute",3,3,2
園芸,えんげい,"horticulture,gardening",3,3,2
重量,じゅうりょう,"(1) weight,(2) heavyweight boxer",3,3,2
案外,あんがい,unexpectedly,3,3,2
代名詞,だいめいし,pronoun,3,3,2
公表,こうひょう,"official announcement,proclamation",3,3,2
射す,さす,"to shine,to strike",3,3,2
稽古,けいこ,"practice,training,study",3,3,2
活躍,かつやく,activity,3,3,2
崩す,くずす,"to destroy,to pull down,to make change (money)",3,3,2
見慣れる,みなれる,"to become used to seeing,to be familiar with",3,3,2
広場,ひろば,plaza,3,3,2
薬缶,やかん,kettle,3,3,2
学級,がっきゅう,grade in school,3,3,2
下る,くだる,"to get down,to descend",3,3,2
内線,ないせん,"phone extension,indoor wiring,inner line",3,3,2
雑音,ざつおん,"noise (jarring, grating)",3,3,2
下町,したまち,"Shitamachi,lower parts of town",3,3,2
建つ,たつ,"to erect,to be erected,to be built",3,3,2
定期券,ていきけん,"commuter pass,season ticket",3,3,2
王女,おうじょ,princess,3,3,2
神様,かみさま,god,3,3,2
遠足,えんそく,"trip,hike,picnic",3,3,2
要旨,ようし,"gist,essentials,summary,fundamentals",3,3,2
大学院,だいがくいん,graduate school,3,3,2
車庫,しゃこ,"garage,car shed",3,3,2
職人,しょくにん,"worker,mechanic,artisan,craftsman",3,3,2
消毒,しょうどく,"disinfection,sterilization",3,3,2
炊事,すいじ,"cooking,culinary arts",3,3,2
不運,ふうん,"unlucky,misfortune,bad luck,fate",3,3,2
寝台,しんだい,"bed,couch",3,3,2
汲む,くむ,"(1) to draw (water),to dip,to scoop,to pump",3,3,2
物騒,ぶっそう,"dangerous,disturbed,insecure",3,3,2
日程,にってい,agenda,3,3,2
仲良し,なかよし,"intimate friend,bosom buddy,chum",3,3,2
区切る,くぎる,"to punctuate,to cut off,to mark off,to stop,to put an end to",3,3,2
測量,そくりょう,"measurement,surveying",3,3,2
思い掛けない,おもいがけない,"unexpected,casual",3,3,2
公害,こうがい,"public nuisance,pollution",3,3,2
反省,はんせい,"reflection,reconsideration,introspection,meditation,contemplation",3,3,2
初級,しょきゅう,elementary level,3,3,2
扇ぐ,あおぐ,"to fan,to flap",3,3,2
具える,そなえる,to be furnished with,3,3,2
足袋,たび,"tabi,Japanese socks (with split toe)",3,3,2
膨大,ぼうだい,"huge,bulky,enormous,extensive,swelling,expansion",3,3,2
拭く,ふく,"to wipe,to dry",3,3,2
寿命,じゅみょう,life span,3,3,2
瓦,かわら,roof tile,3,3,2
空想,くうそう,"daydream,fantasy,fancy,vision",3,3,2
照る,てる,to shine,3,3,2
農村,のうそん,"agricultural community,farm village,rural",3,3,2
転がす,ころがす,to roll,3,3,2
浮ぶ,うかぶ,"to float,to rise to surface,to come to mind",3,3,2
寝間着,ねまき,"sleep-wear,nightclothes,pyjamas,nightgown,nightdress",3,3,2
丼,どんぶり,"porcelain bowl,bowl of rice with food on top",3,3,2
南極,なんきょく,"south pole,Antarctic",3,3,2
散らかる,ちらかる,"to be in disorder,to lie scattered around",3,3,2
揚げる,あげる,"to lift,to fry",3,3,2
中世,ちゅうせい,"Middle Ages,mediaeval times",3,3,2
肘,ひじ,elbow,3,3,2
統一,とういつ,"unity,consolidation,uniformity",3,3,2
随筆,ずいひつ,"essays,miscellaneous writings",3,3,2
座布団,ざぶとん,cushion (Japanese),3,3,2
北極,ほっきょく,North Pole,3,3,2
実る,みのる,"to bear fruit,to ripen",3,3,2
面積,めんせき,area,3,3,2
破片,はへん,"fragment,splinter,broken piece",3,3,2
税関,ぜいかん,customs house,3,3,2
作る,つくる,"to make,to create",3,3,2
杉,すぎ,Japanese cedar,3,3,2
潰す,つぶす,"to smash,to waste",3,3,2
捕る,とる,"to take,to catch (fish),to capture",3,3,2
近々,ちかぢか,"nearness,before long",3,3,2
客間,きゃくま,"parlor,guest room",3,3,2
逆様,さかさま,"inversion,upside down",3,3,2
清掃,せいそう,cleaning,3,3,2
実感,じっかん,"feelings (actual, true)",3,3,2
並行,へいこう,"(going) side by side,concurrent,abreast,at the same time",3,3,2
安易,あんい,easy-going,3,3,2
円周,えんしゅう,circumference,3,3,2
田ぼ,たんぼ,"paddy field,farm",3,3,2
突く,つく,"(1) to thrust,to strike,(2) to poke",3,3,2
友好,ゆうこう,friendship,3,3,2
活字,かつじ,printing type,3,3,2
蛇口,じゃぐち,"faucet,tap",3,3,2
狙い,ねらい,aim,3,3,2
本来,ほんらい,"essentially,naturally,by nature",3,3,2
未満,みまん,"less than,insufficient",3,3,2
振舞う,ふるまう,"to behave,to conduct oneself,to entertain (vt)",3,3,2
送り仮名,おくりがな,part of word written in kana,3,3,2
日帰り,ひがえり,day trip,3,3,2
鉄砲,てっぽう,gun,3,3,2
敷く,しく,"to spread out,to lay out",3,3,2
賞品,しょうひん,"prize,trophy",3,3,2
受取,うけとり,receipt,3,3,2
洗剤,せんざい,"detergent,washing material",3,3,2
錆びる,さびる,"to rust,to become rusty",3,3,2
鉱物,こうぶつ,mineral,3,3,2
刺さる,ささる,"to stick,to be stuck",3,3,2
船便,ふなびん,surface mail (ship),3,3,2
真っ先,まっさき,"the head,the foremost,beginning",3,3,2
手洗い,てあらい,"restroom,lavatory,hand-washing",3,3,2
人差指,ひとさしゆび,index finger,3,3,2
現に,げんに,"actually,really",3,3,2
電球,でんきゅう,light bulb,3,3,2
枕,まくら,"pillow,bolster",3,3,2
貸家,かしや,house for rent,3,3,2
一休み,ひとやすみ,a rest,3,3,2
正方形,せいほうけい,square,3,3,2
捜す,さがす,"to search,to seek,to look for",3,3,2
経度,けいど,longitude,3,3,2
専制,せんせい,"despotism,autocracy",3,3,2
付近,ふきん,"neighbourhood,vicinity,environs",3,3,2
水滴,すいてき,drop of water,3,3,2
挿す,さす,"to insert,to put in,to graft,to wear in belt",3,3,2
被せる,かぶせる,to cover (with something),3,3,2
突っ込む,つっこむ,"to plunge into,to go into deeply",3,3,2
引っ繰り返る,ひっくりかえる,"to be overturned,to be upset,to topple over,to be reversed",3,3,2
濁る,にごる,"to become muddy,to get impure",3,3,2
改める,あらためる,"to change,to alter,to reform,to revise",3,3,2
承る,うけたまわる,"(hum) to hear,to be told,to know",3,3,2
隙間,すきま,"crevice,crack,gap,opening",3,3,2
糊,のり,"paste,starch",3,3,2
石鹸,せっけん,soap,3,3,2
全身,ぜんしん,"the whole body,full-length (portrait)",3,3,2
送料,そうりょう,"postage,carriage",3,3,2
気を付ける,きをつける,"to be careful,to pay attention,to take care",3,3,2
刺す,さす,"to pierce,to stab,to prick,to thrust",3,3,2
予備,よび,"preparation,preliminaries,reserve,spare",3,3,2
侵入,しんにゅう,"penetration,invasion,raid,aggression,trespass",3,3,2
広める,ひろめる,"to broaden,to propagate",3,3,2
西暦,せいれき,"Christian Era,anno domini (A.D.)",3,3,2
全集,ぜんしゅう,complete works,3,3,2
為替,かわせ,"money order,exchange",3,3,2
堀,ほり,"moat,canal",3,3,2
冷ます,さます,"to cool,to dampen,to let cool",3,3,2
攻める,せめる,"to attack,to assault",3,3,2
著す,あらわす,"to write,to publish",3,3,2
四捨五入,ししゃごにゅう,rounding up (fractions),3,3,2
競馬,けいば,horse racing,3,3,2
勇ましい,いさましい,"brave,valiant,gallant,courageous",3,3,2
平日,へいじつ,"weekday,ordinary days",3,3,2
鑑賞,かんしょう,appreciation,3,3,2
氏名,しめい,"full name,identity",3,3,2
分解,ぶんかい,"analysis,disassembly",3,3,2
回り道,まわりみち,detour,3,3,2
的確,てきかく,"precise,accurate",3,3,2
冷める,さめる,"to become cool,to wear off,to abate,to subside",3,3,2
流行る,はやる,"to flourish,to thrive,to be popular,to come into fashion",3,3,2
停止,ていし,"suspension,interruption,stoppage,ban",3,3,2
合理,ごうり,rational,3,3,2
銘々,めいめい,"each,individual",3,3,2
乗車,じょうしゃ,"taking a train,entraining",3,3,2
文体,ぶんたい,literary style,3,3,2
郡,ぐん,"country,district",3,3,2
刷る,する,to print,3,3,2
蹴る,ける,to kick,3,3,2
塞ぐ,ふさぐ,"to stop up,to close up,to block (up)",3,3,2
草履,ぞうり,"zoori (Japanese footwear),sandals",3,3,2
空中,くうちゅう,"sky,air",3,3,2
縞,しま,stripe,3,3,2
大して,たいして,"(not so) much,(not) very",3,3,2
月日,つきひ,"time,years,days",3,3,2
紙幣,しへい,"paper money,notes,bills",3,3,2
尖る,とがる,"to taper to a point,to become sharp,to be sour,to look displeased",3,3,2
売買,ばいばい,"trade,buying and selling",3,3,2
銅,どう,copper,3,3,2
反映,はんえい,"reflection,influence",3,3,2
教養,きょうよう,"culture,education,refinement,cultivation",3,3,2
増減,ぞうげん,"increase and decrease,fluctuation",3,3,2
養分,ようぶん,"nourishment,nutrient",3,3,2
名物,めいぶつ,"famous product,special product,speciality",3,3,2
歌謡,かよう,"song,ballad",3,3,2
湿気,しっけ,"moisture,humidity,dampness",3,3,2
覗く,のぞく,"to peep in,to look in,to peek in,to stick out",3,3,2
血液,けつえき,blood,3,3,2
幼児,ようじ,"infant,baby,child",3,3,2
問答,もんどう,"questions and answers,dialogue",3,3,2
箒,ほうき,(n) broom,3,3,2
長女,ちょうじょ,eldest daughter,3,3,2
分る,わかる,to be understood,3,3,2
削る,けずる,"to cut down little by little,to take a percentage",3,3,2
材木,ざいもく,"lumber,timber",3,3,2
妥当,だとう,"valid,proper,right,appropriate",3,3,2
巡る,めぐる,to go around,3,3,2
目上,めうえ,"superior(s),senior",3,3,2
表紙,ひょうし,"front cover,binding",3,3,2
本部,ほんぶ,headquarters,3,3,2
瞳,ひとみ,pupil (of eye),3,3,2
小遣い,こづかい,"personal expenses,pocket money,spending money,incidental expenses,allowance",3,3,2
加熱,かねつ,heating,3,3,2
文房具,ぶんぼうぐ,stationery,3,3,2
可決,かけつ,"approval,adoption (e.g. motion, bill),passage",3,3,2
生け花,いけばな,(1) flower arrangement,3,3,2
荒い,あらい,"rough,rude,wild",3,3,2
小便,しょうべん,"(col) urine,piss",3,3,2
帰す,かえす,to send back,3,3,2
酸性,さんせい,acidity,3,3,2
垣根,かきね,hedge,3,3,2
南米,なんべい,South America,3,3,2
御馳走,ごちそう,"feast,treating (someone)",3,3,2
電柱,でんちゅう,"telephone pole,telegraph pole,lightpole",3,3,2
逆さ,さかさ,"reverse,inversion,upside down",3,3,2
白髪,しらが,"white or grey hair,trendy hair bleaching",3,3,2
綱,つな,rope,3,3,2
売店,ばいてん,"shop,stand",3,3,2
陽射,ひざし,"sunlight,rays of the sun",3,3,2
親類,しんるい,"relation,kin",3,3,2
勝敗,しょうはい,"victory or defeat,issue (of battle)",3,3,2
伯父さん,おじさん,"middle-aged gentleman,uncle",3,3,2
髭,ひげ,"moustache,beard,whiskers",3,3,2
腰掛ける,こしかける,to sit (down),3,3,2
纏める,まとめる,"to put in order,to collect,to bring to a conclusion",3,3,2
御中,おんちゅう,"and Company,Messrs.",3,3,2
貸し出し,かしだし,"lending,loaning",3,3,2
題名,だいめい,title,3,3,2
雑巾,ぞうきん,"house-cloth,dust cloth",3,3,2
浴衣,ゆかた,"bathrobe,informal summer kimono,yukata",3,3,2
武士,ぶし,"warrior,samurai",3,3,2
寸法,すんぽう,"measurement,size,dimension",3,3,2
床屋,とこや,barber,3,3,2
必需品,ひつじゅひん,"necessities,necessary article,requisite,essential",3,3,2
書籍,しょせき,"book,publication",3,3,2
目印,めじるし,"mark,sign,landmark",3,3,2
中身,なかみ,"contents,interior,substance,filling,(sword) blade",3,3,2
朗らか,ほがらか,"brightness,cheerfulness,melodious",3,3,2
灯台,とうだい,lighthouse,3,3,2
比較的,ひかくてき,"comparatively,relatively",3,3,2
形式,けいしき,"form,formality,format,math expression",3,3,2
特長,とくちょう,"forte,merit",3,3,2
複数,ふくすう,"plural,multiple",3,3,2
全般,ぜんぱん,"(the) whole,universal,wholly,general",3,3,2
造船,ぞうせん,shipbuilding,3,3,2
看板,かんばん,"sign,signboard,doorplate,poster",3,3,2
歯車,はぐるま,"gear,cog-wheel",3,3,2
断定,だんてい,"conclusion,decision",3,3,2
人通り,ひとどおり,pedestrian traffic,3,3,2
日の出,ひので,sunrise,3,3,2
大工,だいく,carpenter,3,3,2
悔やむ,くやむ,to mourn,3,3,2
埋める,うめる,"to bury,to fill up,to fill (a seat, a vacant position)",3,3,2
剥す,はがす,"(v5s) to tear off,to peel off,to rip off",3,3,2
執筆,しっぴつ,writing,3,3,2
英和,えいわ,English-Japanese (e.g. dictionary),3,3,2
文芸,ぶんげい,"literature,art and literature,belles-lettres",3,3,2
保健,ほけん,"health preservation,hygiene,sanitation",3,3,2
分かれる,わかれる,"to branch off,to diverge from,to fork,to split,to dispense,to scatter,to divide into",3,3,2
蛍光灯,けいこうとう,"fluorescent lamp,person who is slow to react",3,3,2
増やす,ふやす,"to increase,to add to,to augment",3,3,2
娯楽,ごらく,"pleasure,amusement",3,3,2
椀,わん,"Japanese soup bowl,wooden bowl",3,3,2
領事,りょうじ,consul,3,3,2
毛糸,けいと,knitting wool,3,3,2
向う,むかう,"(v5u) to face,to go towards",3,3,2
畳む,たたむ,to fold (clothes),3,3,2
分数,ぶんすう,fraction (in math),3,3,2
応用,おうよう,"application,put to practical use",3,3,2
只,ただ,"free of charge,mere,sole,only,usual,common",3,3,2
運河,うんが,"canal,waterway",3,3,2
郵送,ゆうそう,mailing,3,3,2
将棋,しょうぎ,Japanese chess,3,3,2
実習,じっしゅう,"practice,training",3,3,2
兼ねる,かねる,"to hold (position),to serve,to be unable",3,3,2
余所,よそ,"another place,somewhere else,strange parts",3,3,2
対照,たいしょう,"contrast,antithesis,comparison",3,3,2
作者,さくしゃ,"author,authoress",3,3,2
炭鉱,たんこう,"coal mine,coal pit",3,3,2
役者,やくしゃ,"actor,actress",3,3,2
再来週,さらいしゅう,week after next,3,3,2
掘る,ほる,"to dig,to excavate",3,3,2
方言,ほうげん,dialect,3,3,2
為す,なす,"to accomplish,to do",3,3,2
写る,うつる,"to be photographed,to be projected",3,3,2
打合せ,うちあわせ,"business meeting,previous arrangement,appointment",3,3,2
塞がる,ふさがる,"to be plugged up,to be shut up",3,3,2
枚数,まいすう,the number of flat things,3,3,2
縫う,ぬう,to sew,3,3,2
顕微鏡,けんびきょう,microscope,3,3,2
生える,はえる,"(1) to grow,to spring up,(2) to cut (teeth)",3,3,2
固まる,かたまる,"to harden,to solidify,to become firm,to become certain",3,3,2
引っ繰り返す,ひっくりかえす,"to turn over,to overturn,to knock over,to upset,to turn inside out",3,3,2
通り掛かる,とおりかかる,to happen to pass by,3,3,2
循環,じゅんかん,"circulation,rotation,cycle",3,3,2
教わる,おそわる,to be taught,3,3,2
鳴らす,ならす,"to ring,to sound,to chime,to beat,to snort (nose)",3,3,2
英文,えいぶん,sentence in English,3,3,2
碗,わん,bowl,3,3,2
一昨年,いっさくねん,year before last,3,3,2
公務,こうむ,"official business,public business",3,3,2
蒸気,じょうき,"steam,vapour",3,3,2
縛る,しばる,"to tie,to bind",3,3,2
締切,しめきり,"closing,cut-off,end,deadline,Closed,No Entrance",3,3,2
